Date,Store_ID,Product_ID,Category,Units_Sold,Price,Discount,Promotion,Holiday,Temperature,Fuel_Price,Unemployment,Sales
2024-07-23,S003,P032,Furniture,109,172.72,0.15,0,1,25.0,3.84,6.55,16002.51
2024-07-24,S016,P039,Toys,185,476.27,0.0,0,0,20.5,3.38,5.86,88109.95
2024-07-25,S011,P036,Grocery,48,370.27,0.0,0,0,24.3,3.21,6.9,17772.96
2024-07-26,S012,P097,Electronics,30,300.73,0.15,0,0,31.5,3.33,5.49,7668.62
2024-07-27,S010,P036,Toys,179,441.04,0.2,1,0,23.1,3.87,4.22,63156.93
2024-07-28,S016,P003,Furniture,166,29.55,0.0,0,0,30.7,3.1,5.95,4905.3
2024-07-29,S008,P073,Electronics,99,132.25,0.0,1,0,28.7,3.65,4.6,13092.75
2024-07-30,S006,P008,Clothing,182,235.19,0.15,1,0,22.6,3.2,7.38,36383.89
2024-07-31,S012,P097,Grocery,88,117.35,0.0,0,0,23.9,3.41,5.84,10326.8
2024-08-01,S008,P070,Clothing,144,373.23,0.2,1,0,27.4,3.29,5.94,42996.1
2024-08-02,S004,P041,Furniture,136,460.01,0.2,0,0,26.3,4.32,7.18,50049.09
2024-08-03,S008,P068,Electronics,91,214.77,0.2,1,0,31.7,4.06,6.19,15635.26
2024-08-04,S018,P013,Furniture,180,174.36,0.05,0,0,31.0,4.3,5.06,29815.56
2024-08-05,S005,P049,Electronics,187,480.97,0.2,0,0,28.6,3.58,5.04,71953.11
2024-08-06,S009,P060,Toys,116,225.2,0.2,0,0,32.3,3.47,5.76,20898.56
2024-08-07,S004,P002,Grocery,133,247.08,0.05,0,0,28.4,3.57,7.03,31218.56
2024-08-08,S017,P060,Toys,93,179.07,0.1,1,0,34.5,3.03,6.78,14988.16
2024-08-09,S009,P005,Toys,70,455.23,0.0,1,0,23.3,4.09,7.37,31866.1
2024-08-10,S001,P044,Furniture,162,286.63,0.2,1,0,30.7,3.52,4.25,37147.25
2024-08-11,S020,P027,Grocery,135,382.28,0.0,1,0,25.5,3.47,4.94,51607.8
2024-08-12,S013,P032,Electronics,126,406.84,0.15,1,0,24.2,3.9,4.28,43572.56
2024-08-13,S016,P021,Electronics,153,174.22,0.0,0,0,22.7,3.65,6.63,26655.66
2024-08-14,S013,P008,Clothing,88,219.68,0.05,0,0,28.3,4.47,4.49,18365.25
2024-08-15,S014,P072,Electronics,181,424.99,0.0,0,1,23.2,3.53,4.35,76923.19
2024-08-16,S003,P050,Furniture,120,184.81,0.0,0,0,23.0,3.92,5.97,22177.2
2024-08-17,S006,P067,Toys,194,398.0,0.0,0,1,34.9,3.47,5.44,77212.0
2024-08-18,S018,P044,Toys,120,470.79,0.1,1,0,32.0,4.49,6.5,50845.32
2024-08-19,S019,P058,Toys,42,313.49,0.1,0,0,31.2,3.67,5.7,11849.92
2024-08-20,S005,P003,Grocery,147,372.11,0.15,0,0,31.9,3.95,5.49,46495.14
2024-08-21,S015,P086,Electronics,114,403.52,0.05,1,0,34.5,3.19,5.49,43701.22
2024-08-22,S002,P070,Furniture,184,423.29,0.0,1,0,28.6,4.1,7.05,77885.36
2024-08-23,S010,P002,Grocery,50,200.55,0.0,0,0,23.3,3.4,5.38,10027.5
2024-08-24,S018,P087,Clothing,29,30.38,0.0,0,0,32.9,3.67,5.17,881.02
2024-08-25,S013,P044,Furniture,25,203.93,0.0,1,0,31.1,4.32,5.18,5098.25
2024-08-26,S005,P002,Furniture,125,338.51,0.1,0,0,26.2,4.46,4.69,38082.38
2024-08-27,S001,P081,Furniture,126,227.92,0.15,0,0,27.1,3.64,7.01,24410.23
2024-08-28,S001,P035,Toys,137,375.74,0.2,0,0,26.2,4.25,4.51,41181.1
2024-08-29,S018,P098,Furniture,74,181.71,0.05,1,0,33.9,3.08,7.18,12774.21
2024-08-30,S015,P087,Electronics,117,319.2,0.0,0,0,25.2,4.27,4.99,37346.4
2024-08-31,S017,P030,Furniture,111,97.28,0.15,0,0,34.5,3.94,7.15,9178.37
2024-09-01,S011,P008,Toys,116,375.94,0.2,1,0,33.7,3.73,6.77,34887.23
2024-09-02,S017,P022,Furniture,112,275.12,0.15,1,0,29.5,4.33,6.04,26191.42
2024-09-03,S013,P044,Clothing,51,106.01,0.1,1,0,28.7,4.27,6.34,4865.86
2024-09-04,S001,P058,Clothing,95,149.5,0.2,0,0,25.6,3.45,5.14,11362.0
2024-09-05,S002,P036,Toys,22,375.56,0.15,1,0,20.3,4.19,6.01,7022.97
2024-09-06,S009,P069,Electronics,153,243.89,0.1,0,1,21.9,3.15,5.02,33583.65
2024-09-07,S003,P077,Electronics,108,111.94,0.15,1,0,31.3,4.23,5.41,10276.09
2024-09-08,S001,P093,Grocery,155,483.8,0.15,0,0,27.1,4.01,6.68,63740.65
2024-09-09,S016,P031,Toys,196,358.99,0.2,1,1,22.2,3.13,4.85,56289.63
2024-09-10,S006,P047,Furniture,199,478.78,0.1,0,0,24.0,4.02,6.94,85749.5
2024-09-11,S017,P055,Toys,44,216.42,0.0,0,0,34.2,3.87,5.32,9522.48
2024-09-12,S005,P080,Grocery,142,240.17,0.05,1,0,25.5,3.89,5.86,32398.93
2024-09-13,S005,P062,Toys,93,449.49,0.2,1,0,33.6,3.44,7.3,33442.06
2024-09-14,S006,P030,Toys,184,264.9,0.1,0,0,24.6,3.4,6.38,43867.44
2024-09-15,S003,P055,Grocery,65,355.1,0.15,1,0,28.1,4.14,6.26,19619.27
2024-09-16,S005,P016,Electronics,196,129.83,0.1,0,0,20.3,3.39,6.49,22902.01
2024-09-17,S005,P012,Furniture,9,226.13,0.05,1,1,27.8,3.67,7.21,1933.41
2024-09-18,S010,P017,Grocery,126,66.11,0.05,1,0,29.6,4.04,4.87,7913.37
2024-09-19,S010,P016,Clothing,185,106.96,0.0,0,0,23.5,3.12,6.15,19787.6
2024-09-20,S019,P012,Electronics,59,5.47,0.0,1,0,28.7,3.89,5.4,322.73
2024-09-21,S017,P008,Clothing,41,24.44,0.05,1,0,29.7,3.88,4.04,951.94
2024-09-22,S014,P084,Electronics,60,488.76,0.2,0,0,30.3,4.03,4.44,23460.48
2024-09-23,S009,P003,Furniture,191,124.97,0.2,0,0,31.6,3.55,5.14,19095.42
2024-09-24,S014,P016,Furniture,106,333.34,0.15,1,0,24.7,3.67,5.98,30033.93
2024-09-25,S001,P030,Toys,97,420.35,0.0,0,0,28.5,3.49,7.09,40773.95
2024-09-26,S019,P023,Clothing,77,277.58,0.15,1,0,34.7,4.21,6.77,18167.61
2024-09-27,S013,P092,Electronics,63,80.81,0.0,1,0,33.5,3.2,5.94,5091.03
2024-09-28,S013,P005,Furniture,6,365.42,0.05,0,0,34.3,4.44,4.26,2082.89
2024-09-29,S004,P084,Grocery,197,302.12,0.2,0,0,25.8,3.95,5.0,47614.11
2024-09-30,S001,P065,Furniture,108,366.97,0.2,0,0,31.8,4.33,5.28,31706.21
2024-10-01,S017,P030,Grocery,192,386.02,0.05,0,0,29.3,3.64,6.18,70410.05
2024-10-02,S008,P021,Electronics,55,487.83,0.15,0,0,21.2,3.5,4.23,22806.05
2024-10-03,S002,P084,Furniture,34,288.91,0.15,0,0,32.4,4.35,5.86,8349.5
2024-10-04,S008,P070,Furniture,15,174.11,0.1,1,0,30.2,3.15,7.16,2350.48
2024-10-05,S007,P022,Electronics,112,325.99,0.0,1,0,23.0,3.18,6.47,36510.88
2024-10-06,S002,P082,Furniture,80,38.88,0.15,0,0,21.2,3.45,6.79,2643.84
2024-10-07,S003,P072,Grocery,171,449.21,0.05,1,0,32.6,4.44,6.39,72974.16
2024-10-08,S018,P032,Furniture,94,64.09,0.15,1,0,21.2,3.95,4.72,5120.79
2024-10-09,S012,P033,Clothing,127,167.28,0.2,1,0,21.4,3.83,4.39,16995.65
2024-10-10,S001,P016,Toys,195,408.79,0.0,1,0,26.4,4.06,6.9,79714.05
2024-10-11,S012,P076,Grocery,196,300.67,0.1,0,1,22.0,3.63,6.43,53038.19
2024-10-12,S005,P038,Clothing,193,199.85,0.0,1,0,33.7,4.14,6.01,38571.05
2024-10-13,S017,P098,Electronics,129,239.35,0.2,1,0,27.1,3.59,4.66,24700.92
2024-10-14,S016,P014,Grocery,186,428.0,0.2,0,0,28.5,4.24,6.11,63686.4
2024-10-15,S015,P036,Toys,126,173.3,0.2,0,0,33.9,3.4,4.11,17468.64
2024-10-16,S015,P097,Toys,98,435.48,0.2,0,0,28.0,3.42,4.42,34141.63
2024-10-17,S005,P023,Electronics,107,48.63,0.05,0,0,25.3,3.78,5.09,4943.24
2024-10-18,S014,P066,Electronics,190,389.52,0.1,1,1,32.0,3.65,5.55,66607.92
2024-10-19,S002,P085,Grocery,188,424.54,0.2,0,1,26.6,3.97,4.42,63850.82
2024-10-20,S011,P002,Furniture,166,95.0,0.2,1,0,24.8,3.55,4.42,12616.0
2024-10-21,S019,P091,Electronics,35,218.02,0.15,1,0,30.8,3.35,6.54,6486.1
2024-10-22,S007,P073,Furniture,56,86.92,0.1,0,0,32.0,3.7,5.99,4380.77
2024-10-23,S006,P065,Clothing,93,354.77,0.0,0,0,31.9,3.84,5.87,32993.61
2024-10-24,S002,P075,Toys,80,270.0,0.1,0,0,34.7,3.21,5.58,19440.0
2024-10-25,S006,P067,Furniture,133,319.49,0.1,0,0,31.8,3.84,7.42,38242.95
2024-10-26,S018,P052,Toys,187,102.26,0.1,0,0,31.5,3.48,4.17,17210.36
2024-10-27,S002,P062,Furniture,26,109.81,0.2,0,0,32.9,3.59,4.63,2284.05
2024-10-28,S018,P023,Clothing,44,25.54,0.2,1,0,20.0,3.42,6.27,899.01
2024-10-29,S015,P026,Electronics,105,164.42,0.05,1,1,25.4,4.4,4.48,16400.89
2024-10-30,S019,P068,Clothing,115,282.07,0.0,1,0,31.1,4.03,6.06,32438.05
2024-10-31,S002,P082,Electronics,133,429.68,0.15,1,0,29.0,3.39,5.99,48575.32
2024-11-01,S020,P055,Electronics,69,335.13,0.1,0,0,22.7,3.97,7.4,20811.57
2024-11-02,S006,P006,Toys,195,220.52,0.0,0,1,24.6,4.27,7.09,43001.4
2024-11-03,S001,P035,Clothing,186,476.79,0.0,1,0,25.1,3.6,7.31,88682.94
2024-11-04,S015,P022,Furniture,174,361.03,0.05,1,0,28.5,4.24,4.4,59678.26
2024-11-05,S010,P043,Clothing,153,465.43,0.15,1,0,32.5,3.23,7.04,60529.17
2024-11-06,S019,P015,Toys,83,266.16,0.1,0,0,34.0,4.23,4.45,19882.15
2024-11-07,S017,P086,Electronics,26,133.16,0.15,0,1,31.3,3.81,6.22,2942.84
2024-11-08,S005,P060,Toys,170,31.15,0.05,0,0,32.6,3.33,6.52,5030.72
2024-11-09,S004,P012,Grocery,103,364.41,0.2,1,0,27.1,3.61,4.56,30027.38
2024-11-10,S010,P049,Grocery,12,65.04,0.0,1,0,25.8,4.48,6.21,780.48
2024-11-11,S017,P042,Furniture,194,154.87,0.1,0,0,25.9,4.18,4.18,27040.3
2024-11-12,S010,P038,Toys,179,268.57,0.2,0,0,29.2,3.86,5.03,38459.22
2024-11-13,S017,P082,Furniture,21,284.39,0.05,1,0,21.9,3.17,7.22,5673.58
2024-11-14,S020,P045,Furniture,21,302.29,0.15,1,0,28.7,3.63,4.6,5395.88
2024-11-15,S005,P035,Grocery,94,87.3,0.0,0,0,30.0,3.39,4.23,8206.2
2024-11-16,S002,P030,Furniture,145,192.97,0.1,1,0,26.6,3.11,5.55,25182.59
2024-11-17,S006,P088,Grocery,149,310.51,0.2,0,0,34.3,3.81,6.98,37012.79
2024-11-18,S002,P030,Electronics,170,485.06,0.2,0,0,29.1,4.33,4.27,65968.16
2024-11-19,S013,P078,Toys,85,365.18,0.0,1,0,23.3,4.01,5.24,31040.3
2024-11-20,S011,P006,Furniture,82,461.69,0.15,1,0,27.2,3.37,7.15,32179.79
2024-11-21,S011,P067,Grocery,177,382.29,0.05,1,0,30.1,3.86,4.41,64282.06
2024-11-22,S016,P080,Clothing,10,297.9,0.15,0,1,24.9,4.41,5.09,2532.15
2024-11-23,S011,P007,Furniture,167,100.05,0.15,1,0,21.2,4.08,6.72,14202.1
2024-11-24,S019,P052,Electronics,114,335.01,0.15,1,0,28.8,4.03,5.9,32462.47
2024-11-25,S015,P014,Electronics,18,313.57,0.0,0,0,34.2,4.45,6.91,5644.26
2024-11-26,S016,P073,Clothing,76,303.22,0.0,0,1,27.3,4.2,4.39,23044.72
2024-11-27,S011,P015,Grocery,193,247.44,0.05,1,0,33.6,3.2,7.22,45368.12
2024-11-28,S016,P021,Furniture,147,266.69,0.15,0,0,32.5,3.52,7.27,33322.92
2024-11-29,S008,P035,Grocery,58,170.55,0.0,0,0,22.2,4.45,4.54,9891.9
2024-11-30,S004,P066,Electronics,31,262.06,0.05,0,0,30.6,3.73,4.12,7717.67
2024-12-01,S008,P091,Grocery,17,102.79,0.05,1,0,26.5,3.17,7.46,1660.06
2024-12-02,S004,P002,Electronics,163,403.56,0.15,1,0,23.8,3.69,5.69,55913.24
2024-12-03,S003,P035,Grocery,167,96.96,0.1,0,0,30.3,4.05,6.0,14573.09
2024-12-04,S003,P082,Clothing,64,47.06,0.15,0,0,31.1,4.5,6.16,2560.06
2024-12-05,S018,P078,Toys,10,220.94,0.1,0,0,22.7,3.49,6.76,1988.46
2024-12-06,S019,P020,Clothing,62,330.86,0.05,1,1,33.7,3.77,6.84,19487.65
2024-12-07,S019,P082,Clothing,53,221.67,0.0,0,0,31.3,4.32,4.68,11748.51
2024-12-08,S005,P010,Toys,155,141.99,0.2,0,0,34.0,3.53,4.83,17606.76
2024-12-09,S018,P025,Toys,166,281.29,0.05,1,0,24.8,3.16,7.07,44359.43
2024-12-10,S010,P066,Furniture,30,176.77,0.0,0,0,34.1,4.42,6.87,5303.1
2024-12-11,S006,P025,Furniture,51,466.77,0.05,1,0,25.5,3.73,6.16,22615.01
2024-12-12,S001,P054,Clothing,9,461.71,0.15,1,1,20.8,3.75,7.48,3532.08
2024-12-13,S005,P033,Clothing,24,253.67,0.1,1,1,31.4,3.93,6.57,5479.27
2024-12-14,S009,P036,Electronics,138,167.3,0.05,0,0,30.6,3.01,4.76,21933.03
2024-12-15,S012,P095,Electronics,63,369.88,0.0,0,0,29.0,4.4,6.96,23302.44
2024-12-16,S014,P014,Furniture,196,23.17,0.15,1,0,27.3,3.54,5.45,3860.12
2024-12-17,S002,P065,Furniture,150,240.01,0.2,0,0,20.5,3.6,4.13,28801.2
2024-12-18,S017,P080,Electronics,136,171.48,0.15,1,0,29.4,3.26,5.12,19823.09
2024-12-19,S014,P054,Electronics,21,460.67,0.1,0,0,26.3,3.57,6.67,8706.66
2024-12-20,S013,P052,Grocery,18,10.94,0.15,1,0,28.4,4.21,7.36,167.38
2024-12-21,S009,P003,Grocery,17,278.64,0.2,1,0,26.4,4.2,4.97,3789.5
2024-12-22,S015,P099,Electronics,139,371.63,0.0,0,0,34.5,4.4,4.86,51656.57
2024-12-23,S015,P041,Grocery,132,245.08,0.05,0,0,29.1,3.6,5.97,30733.03
2024-12-24,S011,P006,Toys,48,47.27,0.1,0,0,31.2,4.06,6.84,2042.06
2024-12-25,S016,P025,Furniture,123,486.37,0.2,0,0,34.0,3.76,6.61,47858.81
2024-12-26,S017,P013,Furniture,147,261.42,0.1,1,0,28.9,4.21,5.96,34585.87
2024-12-27,S004,P098,Electronics,23,309.02,0.15,1,0,20.2,4.07,6.21,6041.34
2024-12-28,S001,P008,Clothing,67,122.12,0.1,0,0,20.5,3.55,4.85,7363.84
2024-12-29,S008,P021,Electronics,167,244.33,0.2,0,0,30.5,3.51,5.51,32642.49
2024-12-30,S017,P098,Grocery,85,217.43,0.05,1,0,24.2,3.38,4.89,17557.47
2024-12-31,S003,P068,Clothing,167,42.07,0.05,0,0,28.7,3.86,7.1,6674.41
2025-01-01,S020,P025,Grocery,151,57.55,0.1,0,0,23.0,4.45,4.39,7821.04
2025-01-02,S015,P079,Toys,152,419.55,0.0,0,1,24.1,3.3,6.38,63771.6
2025-01-03,S015,P068,Grocery,104,123.71,0.1,0,0,27.6,3.14,4.91,11579.26
2025-01-04,S014,P045,Toys,167,101.5,0.15,1,0,34.6,3.18,5.66,14407.92
2025-01-05,S014,P060,Toys,164,254.93,0.05,1,0,29.2,4.17,5.05,39718.09
2025-01-06,S002,P012,Grocery,126,385.53,0.05,0,0,34.0,3.53,5.13,46147.94
2025-01-07,S013,P032,Grocery,180,35.66,0.05,1,0,34.4,3.34,4.91,6097.86
2025-01-08,S014,P096,Toys,48,290.52,0.0,0,0,23.1,3.53,6.63,13944.96
2025-01-09,S019,P092,Clothing,108,64.01,0.0,0,0,24.7,3.97,5.28,6913.08
2025-01-10,S007,P013,Toys,156,23.05,0.2,0,1,31.5,3.82,6.54,2876.64
2025-01-11,S003,P031,Furniture,65,31.11,0.1,1,0,33.0,4.12,5.6,1819.94
2025-01-12,S015,P078,Toys,129,417.91,0.1,1,0,27.8,3.51,5.92,48519.35
2025-01-13,S014,P020,Clothing,149,63.4,0.15,1,0,34.9,3.68,5.9,8029.61
2025-01-14,S011,P018,Furniture,75,27.35,0.05,1,0,20.2,3.15,7.42,1948.69
2025-01-15,S015,P093,Electronics,111,221.76,0.0,1,0,24.5,3.11,5.28,24615.36
2025-01-16,S013,P060,Electronics,54,422.78,0.15,0,0,29.3,3.69,4.73,19405.6
2025-01-17,S018,P063,Clothing,69,134.89,0.15,0,0,27.0,3.45,7.19,7911.3
2025-01-18,S006,P006,Toys,103,213.75,0.0,1,0,21.7,3.92,4.61,22016.25
2025-01-19,S003,P032,Grocery,36,24.76,0.1,1,0,25.5,3.06,6.92,802.22
2025-01-20,S019,P093,Clothing,168,227.29,0.05,1,0,20.4,3.18,4.53,36275.48
2025-01-21,S015,P043,Furniture,145,290.92,0.1,0,0,29.6,4.3,6.31,37965.06
2025-01-22,S005,P002,Furniture,62,287.6,0.15,1,1,33.4,3.85,4.53,15156.52
2025-01-23,S010,P060,Electronics,132,169.55,0.05,0,1,33.3,4.07,7.23,21261.57
2025-01-24,S007,P023,Furniture,146,161.19,0.2,0,0,30.5,4.26,5.98,18826.99
2025-01-25,S017,P083,Clothing,169,57.78,0.15,1,0,27.0,3.7,5.15,8300.1
2025-01-26,S007,P031,Furniture,116,186.57,0.1,0,0,27.7,4.14,4.49,19477.91
2025-01-27,S012,P005,Clothing,72,54.25,0.1,0,1,22.1,3.79,5.3,3515.4
2025-01-28,S017,P083,Grocery,44,384.46,0.1,1,0,25.1,3.33,6.47,15224.62
2025-01-29,S013,P034,Electronics,191,483.31,0.0,0,0,22.8,3.51,5.35,92312.21
2025-01-30,S020,P010,Furniture,148,485.19,0.15,1,0,32.3,3.74,4.86,61036.9
2025-01-31,S004,P089,Clothing,194,433.21,0.05,0,0,33.7,3.48,6.02,79840.6
2025-02-01,S010,P002,Toys,136,302.39,0.1,1,0,28.1,3.5,5.46,37012.54
2025-02-02,S003,P011,Electronics,177,351.93,0.1,1,0,30.9,3.51,4.58,56062.45
2025-02-03,S009,P050,Grocery,94,146.18,0.0,0,1,21.8,3.18,4.54,13740.92
2025-02-04,S013,P031,Clothing,32,317.23,0.05,1,0,29.1,3.13,6.48,9643.79
2025-02-05,S018,P056,Grocery,100,230.55,0.15,0,0,30.5,3.07,7.41,19596.75
2025-02-06,S015,P079,Grocery,198,243.6,0.2,0,0,26.8,3.17,4.82,38586.24
2025-02-07,S004,P073,Furniture,35,380.1,0.0,1,0,23.6,3.52,6.71,13303.5
2025-02-08,S015,P087,Furniture,7,144.55,0.15,0,0,33.2,3.89,4.31,860.07
2025-02-09,S002,P083,Clothing,140,162.43,0.2,1,0,31.1,3.28,5.34,18192.16
2025-02-10,S015,P009,Toys,28,462.7,0.1,0,0,33.5,4.33,5.77,11660.04
2025-02-11,S008,P099,Clothing,19,32.83,0.1,0,1,32.3,4.21,4.94,561.39
2025-02-12,S008,P021,Toys,175,245.39,0.05,1,0,34.9,3.78,5.85,40796.09
2025-02-13,S017,P073,Grocery,163,456.84,0.2,0,0,22.9,4.09,7.09,59571.94
2025-02-14,S012,P028,Electronics,49,307.13,0.1,0,0,21.3,3.55,7.31,13544.43
2025-02-15,S019,P062,Clothing,198,275.47,0.1,0,0,25.1,3.06,4.35,49088.75
2025-02-16,S010,P007,Clothing,12,128.62,0.05,0,1,21.9,4.36,4.95,1466.27
2025-02-17,S009,P080,Toys,75,174.92,0.15,0,0,27.8,3.19,7.43,11151.15
2025-02-18,S005,P016,Grocery,112,426.76,0.1,0,0,29.5,4.42,4.95,43017.41
2025-02-19,S006,P097,Grocery,119,281.81,0.0,0,0,28.7,3.86,6.42,33535.39
2025-02-20,S020,P004,Toys,107,259.8,0.0,0,0,23.9,3.46,4.89,27798.6
2025-02-21,S002,P004,Grocery,129,54.29,0.15,1,0,33.6,3.74,5.25,5952.9
2025-02-22,S013,P040,Furniture,61,12.93,0.2,0,0,20.3,3.75,4.67,630.98
2025-02-23,S006,P017,Electronics,34,482.02,0.05,0,0,25.2,3.03,7.0,15569.25
2025-02-24,S005,P052,Clothing,150,191.61,0.0,1,0,30.8,3.53,7.09,28741.5
2025-02-25,S001,P093,Electronics,118,303.59,0.0,1,0,31.5,4.11,5.04,35823.62
2025-02-26,S006,P052,Clothing,121,44.46,0.15,1,0,26.2,3.77,6.88,4572.71
2025-02-27,S006,P036,Furniture,171,343.14,0.2,0,0,20.3,3.37,5.25,46941.55
2025-02-28,S016,P038,Grocery,64,466.62,0.2,1,0,29.3,3.5,4.35,23890.94
2025-03-01,S004,P050,Toys,102,289.95,0.15,1,0,20.9,4.29,6.65,25138.66
2025-03-02,S011,P063,Furniture,175,67.43,0.0,0,0,21.6,3.79,6.09,11800.25
2025-03-03,S009,P063,Electronics,130,292.95,0.05,0,0,29.8,3.79,4.96,36179.32
2025-03-04,S003,P062,Toys,177,384.34,0.0,1,0,24.7,4.44,4.89,68028.18
2025-03-05,S019,P099,Grocery,155,206.18,0.2,1,0,25.2,3.48,7.41,25566.32
2025-03-06,S008,P007,Furniture,98,440.52,0.0,0,0,27.3,3.72,7.02,43170.96
2025-03-07,S005,P027,Toys,138,326.1,0.05,0,0,34.7,4.22,6.83,42751.71
2025-03-08,S004,P092,Furniture,188,450.13,0.1,0,0,34.5,4.14,4.45,76162.0
2025-03-09,S006,P086,Furniture,126,313.64,0.0,0,1,26.2,3.4,6.64,39518.64
2025-03-10,S002,P014,Grocery,112,69.99,0.15,0,0,24.0,3.23,4.75,6663.05
2025-03-11,S020,P071,Clothing,8,158.3,0.1,1,0,24.5,4.05,7.42,1139.76
2025-03-12,S011,P086,Toys,97,104.89,0.15,0,0,24.0,3.39,4.18,8648.18
2025-03-13,S004,P005,Grocery,155,454.87,0.15,0,0,28.0,4.38,5.23,59929.12
2025-03-14,S015,P055,Furniture,10,381.4,0.15,0,0,29.1,3.19,5.5,3241.9
2025-03-15,S006,P002,Grocery,36,339.82,0.0,0,0,27.3,3.48,6.88,12233.52
2025-03-16,S017,P062,Clothing,110,153.98,0.2,0,0,26.1,3.08,6.68,13550.24
2025-03-17,S006,P091,Toys,150,96.1,0.1,1,0,23.2,4.05,5.31,12973.5
2025-03-18,S019,P021,Clothing,19,379.44,0.05,0,0,27.2,4.34,5.98,6848.89
2025-03-19,S002,P079,Electronics,172,239.71,0.2,1,0,25.1,3.95,6.92,32984.1
2025-03-20,S015,P021,Toys,126,116.77,0.0,0,0,28.1,4.41,4.06,14713.02
2025-03-21,S011,P010,Clothing,100,310.23,0.15,1,0,30.1,3.19,6.81,26369.55
2025-03-22,S008,P087,Furniture,10,24.97,0.05,1,0,29.5,3.13,7.31,237.21
2025-03-23,S019,P058,Toys,116,166.45,0.1,0,0,26.9,4.26,4.11,17377.38
2025-03-24,S013,P039,Toys,124,236.94,0.2,0,0,28.3,4.28,4.16,23504.45
2025-03-25,S012,P005,Grocery,127,78.24,0.2,0,0,24.3,4.25,5.21,7949.18
2025-03-26,S005,P065,Furniture,195,492.4,0.05,0,0,20.4,4.2,4.31,91217.1
2025-03-27,S006,P013,Electronics,71,108.5,0.0,0,1,29.4,3.54,5.68,7703.5
2025-03-28,S004,P085,Clothing,110,69.52,0.1,1,0,23.8,3.33,6.55,6882.48
2025-03-29,S019,P090,Grocery,143,105.75,0.05,0,1,30.0,4.39,5.98,14366.14
2025-03-30,S020,P085,Clothing,47,385.69,0.15,0,0,31.2,3.46,4.69,15408.32
2025-03-31,S001,P053,Electronics,149,215.63,0.1,1,0,33.7,3.6,6.29,28915.98
2025-04-01,S020,P082,Electronics,100,284.88,0.2,0,0,34.4,4.05,6.4,22790.4
2025-04-02,S017,P045,Toys,136,15.4,0.05,1,0,20.2,3.44,7.26,1989.68
2025-04-03,S012,P032,Electronics,195,22.04,0.2,0,0,34.9,4.23,4.51,3438.24
2025-04-04,S015,P036,Clothing,85,225.68,0.2,1,0,30.2,3.11,6.42,15346.24
2025-04-05,S001,P081,Furniture,45,409.24,0.2,0,1,29.7,4.19,7.19,14732.64
2025-04-06,S014,P099,Furniture,137,443.19,0.0,1,0,20.2,3.9,5.76,60717.03
2025-04-07,S006,P060,Toys,164,47.92,0.2,1,0,32.9,3.86,5.27,6287.1
2025-04-08,S005,P011,Clothing,39,271.49,0.15,0,0,22.2,3.69,4.6,8999.89
2025-04-09,S011,P063,Clothing,26,457.05,0.15,0,0,32.6,3.42,7.03,10100.8
2025-04-10,S004,P021,Electronics,197,197.05,0.1,0,0,20.2,3.7,5.38,34936.97
2025-04-11,S013,P052,Clothing,154,415.64,0.2,1,0,29.7,3.68,7.24,51206.85
2025-04-12,S011,P055,Grocery,116,71.18,0.2,1,0,26.5,3.88,6.97,6605.5
2025-04-13,S003,P026,Electronics,15,468.02,0.05,1,0,23.0,3.42,5.32,6669.28
2025-04-14,S001,P068,Grocery,7,376.95,0.0,0,0,21.6,3.12,6.01,2638.65
2025-04-15,S006,P034,Toys,141,470.96,0.1,0,0,26.6,3.22,4.1,59764.82
2025-04-16,S018,P052,Furniture,64,339.93,0.2,1,1,21.8,4.05,4.92,17404.42
2025-04-17,S010,P082,Toys,80,184.88,0.05,0,0,27.3,3.03,6.49,14050.88
2025-04-18,S005,P099,Furniture,91,469.4,0.0,1,0,29.4,4.28,6.37,42715.4
2025-04-19,S010,P093,Toys,18,141.41,0.1,0,1,32.4,4.04,5.24,2290.84
2025-04-20,S012,P052,Clothing,22,169.43,0.1,0,0,30.2,4.15,6.83,3354.71
2025-04-21,S002,P029,Grocery,117,351.9,0.2,1,0,21.0,4.25,4.83,32937.84
2025-04-22,S013,P038,Furniture,77,383.83,0.1,0,0,24.6,3.18,5.61,26599.42
2025-04-23,S008,P042,Electronics,27,465.05,0.05,0,0,24.3,4.23,5.65,11928.53
2025-04-24,S002,P021,Grocery,87,106.38,0.1,0,0,33.7,3.76,5.19,8329.55
2025-04-25,S020,P042,Electronics,129,400.01,0.15,0,0,33.0,4.33,7.34,43861.1
2025-04-26,S001,P013,Grocery,179,370.58,0.05,0,0,25.6,4.33,6.44,63017.13
2025-04-27,S005,P064,Grocery,73,36.58,0.0,1,0,21.1,3.04,5.89,2670.34
2025-04-28,S009,P017,Toys,51,196.68,0.0,0,0,33.4,3.57,5.79,10030.68
2025-04-29,S017,P009,Furniture,120,144.97,0.2,1,1,33.3,3.79,4.56,13917.12
2025-04-30,S009,P041,Furniture,34,155.72,0.2,0,0,32.8,4.02,5.3,4235.58
2025-05-01,S011,P001,Grocery,29,491.56,0.15,0,0,32.7,3.43,6.35,12116.95
2025-05-02,S015,P002,Clothing,160,323.17,0.0,1,0,27.2,3.38,7.24,51707.2
2025-05-03,S006,P060,Clothing,116,360.25,0.0,1,0,22.7,3.57,6.86,41789.0
