EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,DistanceFromHome,YearsAtCompany,TrainingHours,LastPromotionYears,PerformanceRating,WorkLifeBalance,OverTime,Attrition,MonthlySalary
16406,30,Female,Operations,Ops Executive,4,Marketing,Married,7061,13,2,58,4,3,3,No,No,7061
16407,45,Male,Marketing,Marketing Manager,1,Human Resources,Single,3127,37,3,61,3,2,3,Yes,No,3127
16408,56,Male,IT,IT Manager,3,Other,Married,4757,43,6,36,3,4,4,No,No,4757
16409,42,Female,R&D,R&D Manager,3,Life Sciences,Single,9052,40,4,185,3,4,4,No,No,9052
16410,48,Male,Sales,Account Manager,3,Technical Degree,Married,5614,23,2,9,0,3,1,No,No,5614
16411,40,Female,Finance,Financial Analyst,2,Human Resources,Single,9543,19,3,80,0,4,3,No,No,9543
16412,46,Male,R&D,R&D Manager,4,Marketing,Single,8470,23,2,82,10,4,3,Yes,Yes,8470
16413,58,Male,Finance,Accountant,5,Other,Married,5686,41,4,64,4,4,2,No,No,5686
16414,59,Female,Finance,Finance Manager,3,Life Sciences,Single,3337,16,3,92,0,4,3,No,Yes,3337
16415,32,Female,R&D,Lab Technician,1,Marketing,Single,6896,12,0,78,4,4,3,No,No,6896
16416,42,Male,Marketing,Marketing Executive,4,Technical Degree,Married,6899,36,2,97,9,3,3,Yes,No,6899
16417,35,Male,Sales,Account Manager,3,Technical Degree,Divorced,6048,4,3,16,1,2,3,No,No,6048
16418,49,Female,IT,System Admin,4,Other,Married,6905,12,4,98,6,3,3,No,No,6905
16419,23,Male,R&D,R&D Manager,4,Other,Single,3895,27,4,89,7,3,3,No,No,3895
16420,59,Female,IT,IT Manager,5,Other,Single,7987,14,3,79,0,3,3,Yes,No,7987
16421,35,Male,Finance,Accountant,2,Other,Single,7275,16,3,131,9,4,4,No,No,7275
16422,50,Female,Sales,Sales Executive,2,Other,Single,3709,29,3,110,0,3,3,No,No,3709
16423,44,Female,R&D,Research Scientist,3,Life Sciences,Single,4577,12,2,74,4,4,3,No,Yes,4577
16424,31,Male,Sales,Sales Executive,3,Life Sciences,Single,5836,15,5,88,3,3,4,No,No,5836
16425,45,Female,Sales,Sales Executive,5,Medical,Married,4604,1,5,186,5,3,3,No,Yes,4604
16426,56,Female,IT,Developer,5,Life Sciences,Married,3671,28,2,71,10,3,4,No,Yes,3671
16427,52,Female,Sales,Sales Executive,4,Life Sciences,Married,9118,8,4,56,1,4,4,Yes,No,9118
16428,47,Male,R&D,R&D Manager,3,Technical Degree,Divorced,8677,32,4,191,3,3,3,No,Yes,8677
16429,28,Female,Sales,Account Manager,4,Other,Single,7822,25,2,187,10,3,1,No,No,7822
16430,31,Female,HR,Recruiter,3,Life Sciences,Divorced,2480,35,4,11,5,3,3,No,No,2480
16431,24,Female,IT,Developer,5,Other,Married,11556,12,3,45,8,2,2,No,Yes,11556
16432,47,Female,R&D,Research Scientist,3,Marketing,Single,6954,6,3,11,5,3,3,No,No,6954
16433,54,Male,Finance,Financial Analyst,2,Other,Married,5625,31,2,191,6,4,3,No,No,5625
16434,24,Female,Operations,Logistics Manager,4,Other,Married,8494,9,6,105,7,5,3,No,No,8494
16435,53,Male,Sales,Account Manager,4,Other,Single,5651,25,5,155,3,5,3,No,No,5651
16436,53,Male,IT,IT Manager,4,Other,Single,1500,20,4,163,8,3,3,No,No,1500
16437,32,Male,R&D,Research Scientist,2,Medical,Single,6793,38,2,134,8,4,3,Yes,No,6793
16438,58,Male,Sales,Account Manager,4,Life Sciences,Divorced,9276,15,6,137,2,2,3,No,No,9276
16439,33,Male,R&D,R&D Manager,4,Marketing,Single,7147,36,3,26,5,4,3,No,No,7147
16440,30,Male,Sales,Account Manager,4,Medical,Divorced,1500,26,2,77,1,3,4,No,No,1500
16441,57,Male,Operations,Ops Executive,3,Other,Single,8556,37,2,185,1,3,3,No,No,8556
16442,23,Female,Sales,Account Manager,4,Human Resources,Single,6819,49,3,200,3,1,3,No,Yes,6819
16443,52,Male,Sales,Account Manager,3,Technical Degree,Single,7024,41,1,141,9,3,3,No,No,7024
16444,26,Male,R&D,Lab Technician,2,Other,Single,1500,11,3,28,4,3,3,No,Yes,1500
16445,27,Male,HR,HR Executive,3,Technical Degree,Single,4337,27,3,5,9,3,3,No,No,4337
16446,56,Male,IT,IT Manager,4,Other,Married,2696,39,0,29,0,3,3,No,No,2696
16447,29,Male,R&D,Research Scientist,2,Other,Single,8711,21,3,18,3,3,3,No,No,8711
16448,34,Female,Operations,Operations Manager,3,Life Sciences,Married,7415,6,1,169,10,3,3,No,No,7415
16449,57,Female,Marketing,Marketing Executive,4,Marketing,Married,4106,11,3,199,8,3,4,Yes,No,4106
16450,34,Female,R&D,R&D Manager,3,Technical Degree,Single,3751,46,2,128,0,4,3,No,No,3751
16451,24,Female,IT,IT Manager,2,Technical Degree,Married,5056,31,1,184,10,5,3,No,No,5056
16452,48,Male,R&D,Lab Technician,4,Technical Degree,Married,6868,11,3,132,6,3,3,No,No,6868
16453,38,Male,Sales,Sales Executive,2,Human Resources,Married,8665,45,2,57,0,3,1,No,No,8665
16454,29,Male,R&D,R&D Manager,3,Marketing,Single,3265,8,3,65,5,4,3,No,No,3265
16455,31,Female,Sales,Sales Manager,3,Medical,Single,7081,19,2,61,7,3,3,No,No,7081
16456,23,Male,Marketing,Content Specialist,3,Life Sciences,Married,4900,32,2,162,1,3,3,No,No,4900
16457,50,Female,Sales,Sales Executive,3,Marketing,Single,1500,26,2,48,0,3,3,Yes,No,1500
16458,37,Male,Finance,Financial Analyst,5,Life Sciences,Single,4402,46,2,6,10,3,1,No,No,4402
16459,35,Male,R&D,Lab Technician,4,Technical Degree,Single,7206,37,0,70,0,3,3,No,No,7206
16460,59,Female,Finance,Financial Analyst,3,Marketing,Single,3552,43,1,44,3,3,3,Yes,No,3552
16461,55,Female,Sales,Sales Executive,3,Life Sciences,Single,7048,34,2,178,0,4,3,Yes,No,7048
16462,44,Female,IT,Developer,3,Other,Single,8094,47,3,96,3,3,3,No,No,8094
16463,42,Female,Sales,Account Manager,1,Other,Single,9461,16,4,155,8,2,3,No,Yes,9461
16464,31,Female,Operations,Ops Executive,5,Life Sciences,Single,2812,33,1,131,10,2,3,No,Yes,2812
16465,53,Female,Operations,Ops Executive,3,Life Sciences,Single,9526,35,5,137,0,2,3,Yes,Yes,9526
16466,55,Female,Finance,Accountant,4,Technical Degree,Married,6099,10,4,184,1,3,2,No,No,6099
16467,56,Male,Sales,Sales Manager,4,Medical,Married,1500,36,4,160,4,3,3,No,No,1500
16468,22,Female,Sales,Sales Manager,4,Life Sciences,Single,5276,23,3,128,1,4,2,Yes,No,5276
16469,28,Female,Operations,Ops Executive,2,Marketing,Single,5112,48,4,99,5,2,3,No,No,5112
16470,37,Male,Sales,Sales Executive,3,Technical Degree,Single,4383,41,2,17,5,3,3,No,Yes,4383
16471,54,Female,Sales,Sales Manager,2,Technical Degree,Married,2286,4,5,166,4,3,3,No,No,2286
16472,53,Female,R&D,Lab Technician,4,Technical Degree,Married,6715,19,1,26,5,3,3,Yes,No,6715
16473,33,Male,R&D,R&D Manager,3,Life Sciences,Single,5816,19,2,191,1,2,3,No,No,5816
16474,23,Male,Sales,Account Manager,2,Other,Married,4348,42,2,93,6,4,3,Yes,No,4348
16475,48,Male,HR,HR Manager,4,Other,Single,3133,42,5,10,8,3,3,No,No,3133
16476,34,Female,R&D,Research Scientist,3,Human Resources,Single,1500,14,4,151,2,3,3,No,Yes,1500
16477,47,Female,Sales,Sales Executive,2,Technical Degree,Single,10641,33,2,18,0,4,3,Yes,No,10641
16478,35,Male,R&D,Lab Technician,3,Life Sciences,Single,5200,48,5,192,1,4,3,No,No,5200
16479,31,Male,R&D,R&D Manager,3,Life Sciences,Married,8381,37,4,188,1,3,1,No,No,8381
16480,24,Male,IT,Developer,5,Technical Degree,Married,9348,46,2,151,1,1,3,No,No,9348
16481,53,Female,Sales,Account Manager,3,Other,Married,9115,18,2,18,6,4,1,Yes,No,9115
16482,20,Male,Finance,Finance Manager,3,Marketing,Married,8013,8,2,31,10,4,3,Yes,No,8013
16483,58,Male,R&D,Research Scientist,5,Technical Degree,Single,6673,10,4,53,10,3,3,No,No,6673
16484,51,Female,R&D,R&D Manager,3,Life Sciences,Married,1500,31,4,147,8,4,4,No,No,1500
16485,45,Male,Sales,Sales Manager,3,Technical Degree,Single,10729,35,3,59,5,3,3,No,No,10729
16486,36,Male,Sales,Sales Manager,2,Marketing,Single,2576,25,1,36,8,3,1,Yes,No,2576
16487,46,Male,Operations,Ops Executive,5,Other,Married,10478,25,4,90,2,5,2,Yes,No,10478
16488,43,Male,R&D,R&D Manager,4,Other,Divorced,5116,40,2,94,2,4,3,No,No,5116
16489,54,Male,Finance,Accountant,3,Human Resources,Single,8962,47,1,191,4,2,3,No,No,8962
16490,58,Female,Marketing,Marketing Manager,3,Life Sciences,Single,8558,46,0,0,5,3,2,No,No,8558
16491,45,Female,HR,Recruiter,5,Other,Single,7084,3,4,199,10,3,3,No,No,7084
16492,57,Female,R&D,Lab Technician,3,Life Sciences,Married,7067,15,0,196,0,3,4,No,No,7067
16493,42,Female,R&D,R&D Manager,3,Medical,Married,5464,32,4,151,0,3,3,No,No,5464
16494,41,Male,Marketing,Marketing Executive,4,Technical Degree,Married,6138,21,7,169,0,2,3,Yes,No,6138
16495,23,Male,Finance,Financial Analyst,4,Other,Single,6116,33,3,180,1,3,3,No,No,6116
16496,28,Male,Finance,Financial Analyst,5,Marketing,Married,6490,39,0,134,0,3,3,No,No,6490
16497,23,Female,R&D,R&D Manager,4,Technical Degree,Single,5602,27,3,64,2,3,3,No,No,5602
16498,26,Female,Operations,Operations Manager,5,Human Resources,Single,2006,14,4,20,6,3,4,No,No,2006
16499,42,Male,IT,IT Manager,4,Technical Degree,Married,4745,36,1,37,8,3,3,No,No,4745
16500,21,Male,R&D,Research Scientist,1,Technical Degree,Married,7281,46,5,14,10,3,2,No,No,7281
16501,43,Male,HR,HR Manager,2,Life Sciences,Married,5601,41,3,34,10,3,3,No,No,5601
16502,59,Male,R&D,Research Scientist,4,Life Sciences,Married,6030,10,5,184,3,4,3,No,No,6030
16503,50,Female,Sales,Sales Manager,1,Technical Degree,Married,4179,24,8,182,8,3,3,No,No,4179
16504,50,Male,Operations,Ops Executive,4,Marketing,Married,7719,10,3,115,3,4,3,Yes,No,7719
16505,59,Female,Sales,Sales Executive,4,Technical Degree,Married,7873,31,3,196,2,3,3,No,No,7873
16506,53,Male,R&D,Research Scientist,3,Technical Degree,Single,1500,39,0,26,10,2,3,No,No,1500
16507,43,Female,R&D,R&D Manager,3,Technical Degree,Single,1500,47,3,59,8,3,4,No,No,1500
16508,45,Female,R&D,Research Scientist,2,Marketing,Single,5456,28,4,93,3,3,2,No,No,5456
16509,35,Female,R&D,Lab Technician,1,Human Resources,Married,7507,4,1,134,6,4,3,No,No,7507
16510,32,Male,Marketing,Content Specialist,4,Technical Degree,Divorced,6899,50,3,123,10,3,4,No,No,6899
16511,34,Male,R&D,Lab Technician,2,Technical Degree,Single,5583,48,4,3,7,4,4,No,No,5583
16512,46,Male,Sales,Sales Manager,5,Other,Married,8498,19,2,122,7,3,3,No,No,8498
16513,23,Male,Finance,Accountant,3,Technical Degree,Single,7818,40,2,119,1,3,3,Yes,No,7818
16514,35,Female,Sales,Sales Manager,4,Technical Degree,Single,5405,16,3,58,2,2,4,No,No,5405
16515,49,Female,Sales,Sales Executive,2,Life Sciences,Married,5580,32,3,111,8,4,4,No,No,5580
16516,49,Male,Sales,Account Manager,3,Medical,Single,2075,6,1,11,3,3,3,Yes,No,2075
16517,55,Male,Sales,Account Manager,3,Marketing,Single,6301,10,2,130,0,4,2,No,No,6301
16518,22,Male,R&D,Lab Technician,1,Other,Married,7686,45,8,17,10,3,4,No,No,7686
16519,41,Female,R&D,Research Scientist,4,Other,Single,3836,16,6,184,3,4,1,No,No,3836
16520,41,Female,Sales,Sales Manager,5,Other,Married,6116,2,3,28,1,3,3,No,No,6116
16521,31,Male,IT,System Admin,1,Technical Degree,Single,7010,8,3,64,5,5,3,No,No,7010
16522,40,Male,Sales,Sales Manager,3,Other,Married,8614,41,3,52,10,4,3,Yes,No,8614
16523,23,Female,Operations,Logistics Manager,4,Life Sciences,Married,5076,39,1,44,7,3,4,No,No,5076
16524,50,Female,HR,HR Manager,4,Life Sciences,Married,3416,5,6,52,7,4,3,No,No,3416
16525,50,Male,Sales,Account Manager,2,Technical Degree,Single,4989,30,5,38,2,3,2,No,No,4989
16526,42,Female,Marketing,Marketing Executive,2,Life Sciences,Single,6875,8,3,66,8,3,2,No,No,6875
16527,39,Female,R&D,Research Scientist,1,Marketing,Divorced,6708,29,2,12,6,4,3,No,No,6708
16528,34,Female,R&D,Lab Technician,3,Technical Degree,Single,1500,3,2,69,2,3,3,Yes,Yes,1500
16529,42,Female,R&D,R&D Manager,2,Technical Degree,Single,4986,13,2,21,9,3,3,No,No,4986
16530,47,Male,IT,System Admin,3,Technical Degree,Married,2929,27,2,153,0,4,2,No,No,2929
16531,35,Female,R&D,R&D Manager,3,Other,Single,6098,12,3,172,6,3,2,No,No,6098
16532,56,Male,Sales,Account Manager,3,Life Sciences,Married,7074,40,2,30,9,3,2,Yes,No,7074
16533,40,Male,Sales,Sales Executive,2,Other,Single,9060,6,5,102,4,3,4,No,Yes,9060
16534,34,Male,IT,Developer,3,Life Sciences,Single,9777,39,3,124,5,4,3,No,No,9777
16535,36,Male,Sales,Account Manager,1,Life Sciences,Single,7489,49,3,174,8,3,3,No,No,7489
16536,56,Male,Sales,Sales Executive,3,Marketing,Single,4759,15,6,29,3,4,4,No,No,4759
16537,32,Male,R&D,Lab Technician,3,Technical Degree,Single,4466,46,0,100,2,3,3,No,No,4466
16538,38,Female,Operations,Operations Manager,2,Other,Married,7390,47,0,181,1,5,2,No,No,7390
16539,49,Female,R&D,R&D Manager,4,Human Resources,Divorced,8296,8,7,22,6,4,3,No,No,8296
16540,37,Male,R&D,R&D Manager,3,Life Sciences,Married,2354,40,3,11,10,3,3,Yes,No,2354
16541,33,Male,Operations,Logistics Manager,4,Life Sciences,Single,13157,24,4,37,4,4,4,No,No,13157
16542,55,Female,Sales,Account Manager,3,Life Sciences,Married,7282,32,2,2,8,2,3,Yes,No,7282
16543,55,Male,Finance,Financial Analyst,3,Other,Married,8518,31,2,101,9,3,2,No,No,8518
16544,39,Female,Marketing,Content Specialist,4,Technical Degree,Single,7389,38,3,33,3,4,3,No,No,7389
16545,38,Male,Operations,Operations Manager,1,Technical Degree,Single,2857,3,3,97,9,2,2,No,No,2857
16546,26,Female,Sales,Sales Manager,2,Other,Married,4675,48,2,181,6,3,4,No,No,4675
16547,23,Male,R&D,Lab Technician,3,Marketing,Married,3674,35,8,85,9,4,3,No,No,3674
16548,53,Female,Sales,Sales Executive,3,Technical Degree,Divorced,1500,13,5,17,8,4,4,No,No,1500
16549,21,Female,Marketing,Marketing Executive,3,Life Sciences,Married,2328,47,5,65,7,4,2,No,No,2328
16550,24,Female,Marketing,Marketing Executive,4,Technical Degree,Single,11279,42,1,27,3,3,3,No,No,11279
16551,29,Female,Sales,Account Manager,1,Marketing,Married,5351,41,4,144,5,3,3,No,No,5351
16552,51,Male,Finance,Finance Manager,5,Life Sciences,Married,8607,15,6,150,4,4,3,No,No,8607
16553,32,Female,Operations,Ops Executive,2,Life Sciences,Single,4303,26,3,180,9,3,3,No,No,4303
16554,58,Male,Sales,Sales Executive,3,Marketing,Married,3852,12,2,167,9,2,3,No,No,3852
16555,24,Female,Sales,Account Manager,5,Technical Degree,Married,10470,25,1,99,7,4,3,No,No,10470
16556,29,Male,Sales,Sales Executive,1,Marketing,Married,5449,28,4,2,4,3,3,No,No,5449
16557,29,Female,R&D,Lab Technician,5,Marketing,Married,5328,19,3,165,2,3,3,No,No,5328
16558,57,Female,Operations,Logistics Manager,1,Technical Degree,Single,6789,9,4,1,0,3,3,No,No,6789
16559,46,Male,Operations,Logistics Manager,2,Other,Single,7899,35,4,3,10,4,3,No,No,7899
16560,40,Male,Sales,Account Manager,3,Technical Degree,Single,4395,45,4,163,7,3,3,No,No,4395
16561,27,Male,Sales,Sales Executive,3,Technical Degree,Divorced,1500,36,3,110,9,3,3,No,No,1500
16562,20,Female,R&D,Lab Technician,3,Technical Degree,Married,9469,32,8,165,5,4,3,No,No,9469
16563,47,Male,IT,IT Manager,2,Other,Married,7290,3,1,103,5,3,3,No,No,7290
16564,58,Female,Finance,Financial Analyst,2,Other,Married,3352,5,2,116,7,1,3,No,No,3352
16565,33,Female,R&D,Research Scientist,1,Medical,Married,5514,41,5,79,2,2,4,No,No,5514
16566,40,Female,HR,Recruiter,3,Technical Degree,Married,9971,18,3,15,9,2,2,Yes,No,9971
16567,49,Female,Sales,Sales Executive,5,Marketing,Married,10736,42,3,105,4,3,3,No,Yes,10736
16568,40,Male,R&D,Research Scientist,3,Technical Degree,Single,5005,15,3,35,10,4,4,No,Yes,5005
16569,28,Female,Marketing,Content Specialist,4,Technical Degree,Married,10490,25,2,145,8,3,4,No,No,10490
16570,36,Female,Sales,Sales Manager,2,Other,Single,6002,18,3,2,10,3,3,Yes,No,6002
16571,24,Female,R&D,Research Scientist,2,Other,Married,3797,7,0,57,5,4,3,No,No,3797
16572,50,Male,R&D,R&D Manager,3,Other,Married,4415,22,3,6,1,4,3,No,No,4415
16573,59,Female,R&D,R&D Manager,4,Technical Degree,Married,11327,24,6,23,8,3,4,No,No,11327
16574,57,Male,HR,Recruiter,4,Life Sciences,Single,7739,35,3,28,10,3,4,No,No,7739
16575,38,Female,HR,HR Executive,3,Marketing,Single,3155,22,4,106,4,2,3,Yes,No,3155
16576,55,Female,Operations,Logistics Manager,3,Life Sciences,Single,9092,27,5,30,2,2,3,No,No,9092
16577,52,Female,R&D,R&D Manager,2,Life Sciences,Married,9210,2,4,135,5,3,3,No,No,9210
16578,32,Female,R&D,R&D Manager,4,Other,Married,4754,11,2,199,6,3,2,No,No,4754
16579,33,Male,Sales,Sales Executive,3,Technical Degree,Single,7401,47,6,65,8,2,4,No,No,7401
16580,52,Female,IT,System Admin,4,Human Resources,Single,10254,26,2,82,10,3,3,Yes,No,10254
16581,48,Female,R&D,Lab Technician,4,Other,Married,2519,7,4,136,5,3,3,No,No,2519
16582,55,Male,Operations,Operations Manager,4,Technical Degree,Single,1500,19,0,195,7,3,3,No,No,1500
16583,29,Female,R&D,Lab Technician,3,Other,Divorced,3978,37,4,184,6,3,3,No,No,3978
16584,50,Male,Sales,Sales Manager,4,Marketing,Married,1500,19,7,2,1,4,3,No,No,1500
16585,25,Female,Sales,Sales Manager,3,Life Sciences,Married,2264,10,3,10,7,4,3,No,No,2264
16586,20,Male,Marketing,Marketing Executive,3,Human Resources,Single,9428,47,2,140,6,2,3,No,No,9428
16587,26,Female,R&D,R&D Manager,1,Technical Degree,Single,3461,31,1,165,5,2,4,No,Yes,3461
16588,46,Male,Sales,Sales Manager,4,Technical Degree,Single,5797,1,4,187,2,4,3,No,No,5797
16589,40,Male,Sales,Sales Executive,3,Other,Married,8175,17,4,59,1,3,4,No,No,8175
16590,47,Male,R&D,Lab Technician,4,Medical,Single,9556,10,3,82,4,2,1,Yes,Yes,9556
16591,35,Male,Sales,Sales Manager,4,Marketing,Married,7045,36,2,138,10,3,3,Yes,No,7045
16592,42,Female,R&D,R&D Manager,4,Other,Married,1500,21,3,105,9,4,3,No,No,1500
16593,39,Male,Sales,Sales Executive,2,Technical Degree,Married,5844,17,2,196,9,4,3,No,No,5844
16594,57,Female,R&D,Lab Technician,5,Marketing,Single,8303,42,4,34,0,4,4,No,No,8303
16595,44,Female,Sales,Account Manager,1,Life Sciences,Single,6502,44,2,198,10,3,3,No,No,6502
16596,47,Female,R&D,Research Scientist,4,Life Sciences,Single,7643,43,5,200,9,5,3,Yes,Yes,7643
16597,24,Female,HR,Recruiter,3,Other,Married,3981,3,3,23,0,3,4,No,No,3981
16598,40,Male,Sales,Account Manager,4,Life Sciences,Single,6284,50,5,108,3,3,3,No,Yes,6284
16599,37,Male,R&D,Lab Technician,3,Life Sciences,Single,7983,22,3,193,2,3,3,No,No,7983
16600,25,Male,R&D,Lab Technician,4,Other,Married,10276,30,3,36,0,3,3,No,No,10276
16601,48,Male,Sales,Sales Executive,3,Technical Degree,Single,4086,50,1,179,1,3,2,No,No,4086
16602,38,Female,Finance,Finance Manager,4,Technical Degree,Married,4020,36,3,67,1,3,4,No,No,4020
16603,52,Male,HR,HR Executive,3,Technical Degree,Single,10749,5,3,99,4,3,3,Yes,No,10749
16604,20,Female,Finance,Accountant,4,Life Sciences,Married,4987,3,6,53,4,3,3,No,No,4987
16605,22,Male,Sales,Account Manager,2,Marketing,Single,6668,1,3,119,0,2,2,No,No,6668
16606,40,Female,R&D,Lab Technician,4,Human Resources,Married,6787,17,6,104,7,4,1,No,No,6787
16607,54,Male,Sales,Sales Manager,3,Other,Single,5986,49,3,154,0,4,4,No,No,5986
16608,59,Male,R&D,Lab Technician,3,Marketing,Married,11827,22,6,99,4,3,3,Yes,No,11827
16609,22,Female,R&D,R&D Manager,4,Technical Degree,Single,5312,27,3,5,10,3,3,No,No,5312
16610,44,Male,R&D,Lab Technician,4,Medical,Married,8372,33,1,118,6,5,3,No,Yes,8372
16611,57,Female,IT,IT Manager,4,Marketing,Married,4748,21,6,120,2,3,2,No,No,4748
16612,39,Female,Sales,Sales Manager,5,Other,Single,11596,1,3,69,5,3,4,No,No,11596
16613,53,Male,Marketing,Marketing Executive,2,Marketing,Single,3536,4,3,89,7,4,4,No,Yes,3536
16614,40,Female,Sales,Account Manager,3,Life Sciences,Single,7855,41,1,173,4,2,3,No,No,7855
16615,42,Male,IT,System Admin,3,Human Resources,Married,1500,6,5,105,9,4,3,No,Yes,1500
16616,25,Female,R&D,Research Scientist,3,Human Resources,Single,5119,28,3,23,10,4,3,No,No,5119
16617,32,Male,Operations,Operations Manager,3,Other,Divorced,7670,12,2,60,7,4,3,No,Yes,7670
16618,42,Female,Sales,Sales Executive,4,Technical Degree,Single,1642,45,1,92,1,3,3,No,No,1642
16619,28,Male,R&D,Lab Technician,3,Technical Degree,Married,4881,23,2,119,6,3,3,No,No,4881
16620,36,Male,R&D,Research Scientist,3,Technical Degree,Married,15605,43,1,46,4,5,3,No,No,15605
16621,21,Male,Marketing,Content Specialist,3,Life Sciences,Single,2794,12,2,155,3,3,3,No,Yes,2794
16622,38,Male,Marketing,Content Specialist,2,Marketing,Married,6817,42,2,123,3,2,2,No,No,6817
16623,38,Male,Sales,Account Manager,3,Technical Degree,Married,1601,48,6,13,9,3,3,No,Yes,1601
16624,26,Female,Finance,Accountant,2,Other,Married,2752,49,5,89,8,3,4,No,Yes,2752
16625,39,Female,R&D,Lab Technician,5,Marketing,Married,7284,45,1,9,10,4,3,No,No,7284
16626,28,Male,Sales,Account Manager,3,Technical Degree,Married,5331,33,3,68,6,3,3,No,No,5331
16627,36,Male,Sales,Account Manager,4,Technical Degree,Married,3559,21,3,105,5,4,3,No,No,3559
16628,46,Male,Marketing,Content Specialist,3,Technical Degree,Single,4600,41,5,134,5,3,3,No,Yes,4600
16629,21,Male,R&D,Lab Technician,3,Technical Degree,Single,9326,40,5,95,7,3,3,Yes,No,9326
16630,55,Male,Sales,Account Manager,2,Life Sciences,Single,5310,27,5,155,10,3,2,No,No,5310
16631,38,Male,Sales,Account Manager,4,Technical Degree,Single,7729,50,4,88,2,3,3,No,No,7729
16632,36,Female,R&D,Research Scientist,5,Other,Married,1500,32,5,27,3,4,3,No,No,1500
16633,24,Female,R&D,Research Scientist,2,Life Sciences,Married,4365,1,1,84,4,3,3,No,No,4365
16634,58,Male,R&D,Research Scientist,2,Other,Married,4720,32,2,29,4,5,4,No,No,4720
16635,37,Male,R&D,R&D Manager,3,Human Resources,Married,3778,3,2,177,10,3,4,Yes,Yes,3778
16636,26,Female,Sales,Account Manager,3,Medical,Single,5615,33,4,162,0,3,4,No,No,5615
16637,36,Male,R&D,R&D Manager,4,Human Resources,Single,5080,1,4,108,8,3,3,No,No,5080
16638,58,Female,Sales,Sales Executive,3,Marketing,Married,8186,24,4,165,4,4,3,No,No,8186
16639,55,Female,Operations,Logistics Manager,2,Human Resources,Single,9320,19,4,42,6,4,4,Yes,No,9320
16640,59,Female,Sales,Sales Manager,5,Life Sciences,Married,4135,18,5,149,7,3,3,No,No,4135
16641,23,Male,IT,System Admin,3,Technical Degree,Single,9603,32,5,41,2,4,3,Yes,Yes,9603
16642,57,Female,R&D,R&D Manager,4,Technical Degree,Married,3812,44,1,191,9,3,3,No,Yes,3812
16643,44,Female,R&D,Lab Technician,4,Marketing,Divorced,6363,6,1,95,6,3,3,No,No,6363
16644,24,Female,R&D,Lab Technician,2,Life Sciences,Married,2009,17,1,175,6,3,3,No,No,2009
16645,49,Female,Finance,Finance Manager,1,Other,Single,5144,12,1,165,8,3,3,No,No,5144
16646,31,Male,Operations,Operations Manager,2,Life Sciences,Single,10586,34,2,47,8,3,2,No,No,10586
16647,23,Male,R&D,R&D Manager,5,Other,Single,6426,36,1,152,4,3,3,No,No,6426
16648,43,Female,Sales,Account Manager,4,Marketing,Married,5230,39,4,71,7,3,4,Yes,No,5230
16649,48,Female,Finance,Finance Manager,2,Marketing,Single,1500,2,5,96,8,3,3,No,No,1500
16650,28,Female,Sales,Sales Executive,4,Other,Single,5806,20,4,102,3,4,2,No,No,5806
16651,23,Female,Finance,Finance Manager,4,Marketing,Married,6288,20,1,145,7,3,3,No,Yes,6288
16652,43,Male,Sales,Sales Manager,1,Technical Degree,Single,4577,47,0,169,1,5,4,Yes,No,4577
16653,33,Male,Finance,Accountant,3,Technical Degree,Married,4998,39,3,161,4,3,4,No,No,4998
16654,24,Male,R&D,Research Scientist,4,Life Sciences,Single,5685,32,3,198,0,2,4,Yes,No,5685
16655,37,Male,Sales,Account Manager,2,Technical Degree,Single,6093,3,2,64,6,3,3,Yes,Yes,6093
16656,38,Female,Finance,Accountant,4,Technical Degree,Married,5459,26,1,189,0,3,3,No,No,5459
16657,31,Male,R&D,Lab Technician,4,Life Sciences,Single,9512,41,3,185,5,2,3,No,No,9512
16658,37,Female,Sales,Account Manager,1,Other,Married,2893,12,3,185,1,4,3,No,No,2893
16659,36,Female,R&D,Research Scientist,4,Marketing,Single,10637,50,3,164,8,3,4,No,No,10637
16660,49,Male,R&D,R&D Manager,1,Marketing,Single,5207,3,4,195,2,4,3,Yes,Yes,5207
16661,43,Male,Sales,Account Manager,4,Life Sciences,Single,7606,28,4,96,0,3,1,No,No,7606
16662,30,Female,Marketing,Marketing Manager,3,Other,Single,9198,9,1,31,5,4,2,No,No,9198
16663,54,Female,Finance,Finance Manager,4,Technical Degree,Married,6574,26,4,129,6,3,4,No,No,6574
16664,42,Female,Sales,Account Manager,4,Human Resources,Single,5904,6,1,183,5,2,3,No,No,5904
16665,36,Male,Operations,Ops Executive,3,Marketing,Single,6439,5,2,170,5,2,4,No,Yes,6439
16666,20,Male,R&D,Lab Technician,3,Marketing,Single,1500,9,4,162,5,3,4,Yes,No,1500
16667,34,Male,HR,HR Manager,3,Life Sciences,Single,1500,46,4,119,6,3,3,Yes,No,1500
16668,51,Male,R&D,Lab Technician,3,Other,Single,8267,34,4,196,9,4,3,No,No,8267
16669,28,Female,IT,System Admin,3,Technical Degree,Married,5013,28,3,108,7,4,3,No,No,5013
16670,34,Female,IT,IT Manager,5,Technical Degree,Married,3442,26,4,20,2,4,2,No,No,3442
16671,47,Male,HR,Recruiter,4,Human Resources,Single,6662,35,3,74,7,3,3,No,No,6662
16672,43,Male,Sales,Account Manager,3,Technical Degree,Single,5529,1,1,18,6,4,2,No,No,5529
